key,created,agency,agency_name,complaint_type,descriptor,incident_zip,city,latitude,longitude
25060595,2013-02-23 12:35:00 UTC,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),10302,STATEN ISLAND,40.62423478636758,-74.13544871828293
23518898,2012-06-30 00:15:18 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10467,BRONX,40.867377067463657,-73.870462767988712
35369301,2017-01-29 07:34:51 UTC,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11418,RICHMOND HILL,40.707093467861618,-73.836484004944154
22791068,2012-02-28 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,11203,BROOKLYN,40.651917506700229,-73.941040963303038
20765592,2011-07-05 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11233,BROOKLYN,40.67841452320269,-73.913318125700329
16192520,2010-03-11 06:24:00 UTC,DSNY,BCC - Staten Island,Sanitation Condition,12 Dead Animals,10310,STATEN ISLAND,40.633554704821506,-74.119370033725815
28392069,2014-07-02 11:31:07 UTC,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,11375,FOREST HILLS,,
24161595,2012-10-06 23:49:34 UTC,DOT,Department of Transportation,Street Condition,Pothole,10029,NEW YORK,40.785671361948978,-73.9445083382466
16266721,2010-03-19 19:01:34 UTC,DOT,Department of Transportation,Street Condition,Pothole,11418,RICHMOND HILL,40.695553275386636,-73.8455675196728
33849429,2016-07-15 22:20:00 UTC,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),11235,BROOKLYN,40.576831119055534,-73.9534113679404
36359273,2017-06-04 23:07:34 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11420,SOUTH OZONE PARK,40.680204927947273,-73.8212234289382
31315826,2015-08-16 00:35:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,11208,BROOKLYN,40.687473866347624,-73.871068273704
27687058,2014-03-21 20:15:00 UTC,DEP,Department of Environmental Protection,Water Conservation,"Wasting Faucets,Sinks,Flushometer,Urinal,Etc. - Private Residence (CWR)",11204,BROOKLYN,40.6149982706852,-73.9894681623791
25040912,2013-02-21 15:32:38 UTC,DSNY,Department of Sanitation,Graffiti,Graffiti,10455,BRONX,40.815522512014169,-73.916376537840222
25112759,2013-03-04 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11412,Saint Albans,40.707793834233179,-73.756088459374126
25383286,2013-04-18 19:28:34 UTC,DOF,Revenue Accounting,DOF Parking - Payment Issue,Card - No DOF Confirmation Number Issued,,,,
31164979,2015-07-23 08:01:01 UTC,DOT,Department of Transportation,Street Condition,Pothole,10019,NEW YORK,40.769981960382943,-73.99464601148658
36581449,2017-06-30 13:30:17 UTC,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application - STAR,,,,
33857170,2016-07-16 04:07:13 UTC,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10034,NEW YORK,40.868250944923361,-73.916136682331143
31259079,2015-08-07 12:26:00 UTC,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),10029,NEW YORK,40.785292027958874,-73.9492463816029
33355586,2016-05-14 08:26:28 UTC,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11208,BROOKLYN,40.677931240275051,-73.876956089523944
21631310,2011-10-12 11:15:19 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11230,BROOKLYN,40.618029698790842,-73.966796549170439
35437177,2017-02-07 21:07:00 UTC,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11378,MASPETH,40.718926926326532,-73.90585206870891
23868134,2012-08-24 16:32:55 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10019,NEW YORK,40.763620706935882,-73.979560763369832
37644603,2017-11-08 12:32:00 UTC,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,11224,BROOKLYN,40.579771110510144,-73.971041922265826
37412633,2017-10-12 17:58:27 UTC,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11206,BROOKLYN,40.704061755770446,-73.934178234380582
26547002,2013-10-07 15:29:06 UTC,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,11206,BROOKLYN,40.69677049220131,-73.937005542401721
29814103,2015-01-28 00:00:00 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,10452,BRONX,40.835443865320329,-73.928952802965952
36181905,2017-05-12 11:09:41 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11234,BROOKLYN,40.625141781899458,-73.910728735516543
32110509,2015-12-01 15:11:53 UTC,DOT,Department of Transportation,Street Condition,Failed Street Repair,11234,BROOKLYN,40.592983788731225,-73.903970053603288
19472274,2010-12-28 15:39:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,,,
33524611,2016-06-06 10:23:00 UTC,DSNY,BCC - Bronx,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,10469,BRONX,40.876471807029027,-73.837040173923384
28947188,2014-09-24 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Standing Water,Puddle on Roof,11105,Astoria,40.768643619739876,-73.900518156243081
19668218,2011-01-24 09:09:10 UTC,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Other Issue,10452,BRONX,,
21562827,2011-10-01 02:15:00 UTC,DEP,Department of Environmental Protection,Water System,Other Water Problem (Use Comments) (WZZ),11211,BROOKLYN,40.701497103714537,-73.962412711915519
22329237,2011-12-14 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10030,NEW YORK,40.815867100801576,-73.940986036069461
25105032,2013-03-02 16:11:11 UTC,DOT,Department of Transportation,Broken Muni Meter,Credit Card Stuck in Meter,11365,FRESH MEADOWS,40.739446128416617,-73.7907775264014
32382600,2016-01-10 21:45:22 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,11354,Flushing,40.767053039715307,-73.813239435905373
34011027,2016-08-04 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10025,NEW YORK,40.794071166869159,-73.96889012399339
32682312,2016-02-14 13:03:00 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11203,BROOKLYN,40.651513525912421,-73.935022921025421
18648795,2010-09-09 23:56:35 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10022,NEW YORK,40.754335142514932,-73.967259188716824
31496880,2015-09-09 08:12:00 UTC,DSNY,Queens East 12,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11412,Saint Albans,40.696165744162769,-73.76879617738922
16462048,2010-04-16 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,11221,BROOKLYN,40.692796207457569,-73.932415172583035
24329846,2012-11-04 17:51:22 UTC,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,11385,RIDGEWOOD,40.702913735970625,-73.855349641444548
27996414,2014-05-07 21:32:46 UTC,DOT,Department of Transportation,Street Condition,Pothole,11204,BROOKLYN,40.60786630894426,-73.981625275131165
34377592,2016-09-21 21:02:17 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,10034,NEW YORK,40.867444372921092,-73.924626974490124
23132253,2012-04-27 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11105,ASTORIA,40.781429117094916,-73.911212489085329
26518366,2013-10-20 14:58:52 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11207,BROOKLYN,40.685738953430224,-73.9115165802655
26517051,2013-10-19 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,10306,STATEN ISLAND,40.563809941136284,-74.110535581183839
23338573,2012-06-01 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10304,STATEN ISLAND,40.624602672547276,-74.07959815412
28681675,2014-08-14 06:31:14 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10468,BRONX,40.858406041705031,-73.899386138934332
23026140,2012-04-09 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,10306,STATEN ISLAND,40.563123233144765,-74.111059908549677
28157367,2014-05-31 19:45:43 UTC,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,11430,JAMAICA,40.64824355950897,-73.7882418550958
32330948,2016-01-04 13:25:59 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10016,NEW YORK,40.744383816915452,-73.986614758230047
37010083,2017-08-22 15:52:40 UTC,DCA,Department of Consumer Affairs,Consumer Complaint,Door Open with Air Conditioning On,11217,BROOKLYN,40.680266920622351,-73.974690198004822
16314801,2010-03-26 16:42:56 UTC,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,10471,BRONX,40.910248563803314,-73.90358396451
35497276,2017-02-15 10:21:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,10303,STATEN ISLAND,40.631156801954688,-74.146912263442474
37951646,2017-12-15 15:29:54 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10458,BRONX,40.858558497885227,-73.886227116694926
23834313,2012-08-19 07:40:48 UTC,DOT,Department of Transportation,Highway Condition,Pothole - Highway,10452,BRONX,40.83276952980696,-73.931868260499542
25172743,2013-03-13 12:18:38 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10455,BRONX,40.819410620256839,-73.911154588272623
16297560,2010-03-24 08:15:00 UTC,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),10314,STATEN ISLAND,40.613179871502808,-74.132127070023586
27575849,2014-03-05 13:21:00 UTC,DSNY,A - Bronx,Snow,E9 Snow / Icy Sidewalk,10463,BRONX,40.878422771620194,-73.919989496846128
28225125,2014-06-10 15:15:17 UTC,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,11223,BROOKLYN,40.603928093474522,-73.985598551514769
19765584,2011-02-04 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11216,BROOKLYN,40.674388325137024,-73.951299146598544
26152213,2013-08-18 11:17:14 UTC,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,11231,BROOKLYN,40.678175438955556,-73.99914915586001
16041863,2010-02-19 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11208,BROOKLYN,40.674360038865984,-73.874190379900654
24551774,2012-12-07 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10032,NEW YORK,40.838654343425269,-73.94220179993421
35354981,2017-01-26 14:21:00 UTC,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,10462,BRONX,40.855657780045917,-73.863823338655152
27590801,2014-03-06 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT RELATED,11210,BROOKLYN,40.613908855973143,-73.949272233832275
24535928,2012-12-04 18:29:37 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11214,BROOKLYN,40.608001853064579,-73.990178758096988
32563168,2016-01-30 22:12:58 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10463,BRONX,40.879943166536385,-73.9122128063462
16134953,2010-03-04 11:23:08 UTC,DOF,Discrepancy and Billing,DOF Property - Payment Issue,Other Billing Issue,11229,BROOKLYN,,
32966867,2016-03-22 15:23:31 UTC,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,10009,NEW YORK,40.724222805088921,-73.980965443080621
36832419,2017-07-31 16:12:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,
34172589,2016-08-25 12:59:26 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11208,BROOKLYN,40.679161244820968,-73.882538473907232
37729545,2017-11-18 17:07:43 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11206,BROOKLYN,40.701944231282155,-73.931926226195955
31131370,2015-07-21 18:38:33 UTC,DOT,Department of Transportation,Sidewalk Condition,Dumpster - Construction Waste,11206,BROOKLYN,40.709663282512338,-73.949397747270666
18706288,2010-09-17 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,11207,BROOKLYN,40.658783172382719,-73.8929365073767
32772210,2016-02-25 21:10:17 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,11225,BROOKLYN,40.662790865316808,-73.943594110218257
36820151,2017-07-28 11:44:05 UTC,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10032,NEW YORK,40.834366012376108,-73.945598823577413
19347480,2010-12-13 10:08:07 UTC,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,11211,BROOKLYN,40.711121965585015,-73.952238998727239
30588649,2015-05-10 18:17:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,,,
19506360,2010-12-31 19:46:00 UTC,DSNY,Department of Sanitation,Snow,15S Re-Plow/Spread/Ice-Snow Cond.,11226,BROOKLYN,40.64961755179035,-73.953378560993471
27569586,2014-03-04 09:14:25 UTC,EDC,Economic Development Corporation,Noise - Helicopter,Other,10014,NEW YORK,40.738131855512513,-74.006722665268441
21553904,2011-09-30 19:03:07 UTC,DFTA,Department for the Aging,Elder Abuse,N/A,10036,NEW YORK,,
35829252,2017-03-30 18:06:33 UTC,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),11366,FRESH MEADOWS,40.721959131992641,-73.809696824261891
19595977,2011-01-13 12:15:00 UTC,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Out Of Position,,,,
25743411,2013-06-14 14:08:00 UTC,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Door Open,10463,BRONX,40.879931347180673,-73.897849219293235
37494115,2017-10-22 00:36:00 UTC,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,11218,BROOKLYN,40.637114616939506,-73.980493068800385
29638589,2015-01-05 15:51:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,10461,BRONX,40.853080350218079,-73.856895512102213
34483363,2016-10-06 06:45:12 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11210,BROOKLYN,40.6385706801265,-73.949004869823767
35224572,2017-01-10 14:24:00 UTC,DSNY,Queens East 12,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11433,Jamaica,40.705877426143104,-73.79065926407057
34635731,2016-10-26 13:56:11 UTC,DPR,Department of Parks and Recreation,Damaged Tree,Tree Trunk Split,10028,NEW YORK,40.7780544285996,-73.956621295795486
24951307,2013-02-06 15:46:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Mast Arm,11207,BROOKLYN,40.662781419446077,-73.880855206802565
24727367,2013-01-05 02:30:23 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10026,NEW YORK,40.804419836877251,-73.955368771831331
20394402,2011-05-10 11:23:59 UTC,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,11103,ASTORIA,40.764427503823434,-73.906856293447319
32905071,2016-03-14 13:55:42 UTC,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10013,NEW YORK,40.717727486437141,-73.996673966824474
22425169,2011-12-30 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,11103,ASTORIA,40.755588687524387,-73.912932551653228
33563279,2016-06-10 07:01:06 UTC,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11368,CORONA,40.758025996971064,-73.857753067841386
37579423,2017-11-01 16:16:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,
36598537,2017-07-03 01:21:38 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11421,WOODHAVEN,40.687087671691508,-73.864611108312261
23438276,2012-06-17 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,11204,BROOKLYN,40.61184570872895,-73.978443887850744
27608625,2014-03-10 14:45:29 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11238,BROOKLYN,40.684808574226096,-73.970707858042232
35246285,2017-01-14 13:14:16 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,11236,BROOKLYN,40.63545804768637,-73.908942275811782
36544810,2017-06-26 09:48:57 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10469,BRONX,40.875980738434741,-73.851447533002514
23393072,2012-06-10 13:11:05 UTC,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,11412,SAINT ALBANS,40.69026224944627,-73.754472223737437
26805766,2013-12-03 16:28:00 UTC,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,11217,BROOKLYN,40.679534316460284,-73.975855002605115
27612492,2014-03-11 14:07:19 UTC,DPR,Department of Parks and Recreation,New Tree Request,For One Address,11232,BROOKLYN,40.655272787233592,-74.007287356918781
25183545,2013-03-15 16:26:02 UTC,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,10460,BRONX,40.838166664583866,-73.864600000308528
31721166,2015-10-09 08:11:00 UTC,DSNY,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,11422,Rosedale,40.672603687942988,-73.729388846967524
30520591,2015-04-30 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11207,BROOKLYN,40.687161589958052,-73.91262166061847
32300992,2015-12-30 12:29:32 UTC,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11223,BROOKLYN,40.599509199012992,-73.962362095132718
22485185,2012-01-09 15:05:06 UTC,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,11230,BROOKLYN,40.6154423706313,-73.961258138675419
30722746,2015-05-29 14:28:30 UTC,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11368,CORONA,40.757451476590276,-73.859281141715741
25024206,2013-02-18 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,10462,BRONX,40.852670039839616,-73.864881343279876
37503581,2017-10-23 17:58:45 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11373,ELMHURST,40.741026251119273,-73.870437775478933
16033536,2010-02-18 14:03:00 UTC,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1R Missed Recycling-All Materials,11230,BROOKLYN,40.626496388781838,-73.963524887303251
27164046,2014-01-16 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,10458,BRONX,40.859863458105558,-73.896264082657993
29526687,2014-12-17 10:41:34 UTC,DOT,Department of Transportation,Street Condition,Failed Street Repair,10469,BRONX,40.867719891797456,-73.837697958833942
25864205,2013-07-02 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,10457,BRONX,40.848756428563021,-73.888289700820636
36366891,2017-06-05 15:51:37 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11235,BROOKLYN,40.576243298744352,-73.959513388401291
33231734,2016-04-28 05:32:00 UTC,DEP,Department of Environmental Protection,Noise,Noise: Manufacturing Noise (NK1),11211,BROOKLYN,40.717707423958707,-73.936765701698619
36029381,2017-04-25 04:27:00 UTC,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10001,NEW YORK,40.75212477927036,-74.00115857694307
30200050,2015-03-17 09:03:31 UTC,DOT,Department of Transportation,Street Condition,Pothole,11235,BROOKLYN,40.585967849063479,-73.951673252384751
25115595,2013-03-04 14:45:01 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11418,RICHMOND HILL,40.705114407453124,-73.819879841726134
32082378,2015-11-27 22:44:52 UTC,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11229,BROOKLYN,40.61038391225253,-73.954320769677551
29434173,2014-12-04 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11203,BROOKLYN,40.645897956182061,-73.9461488787473
22875812,2012-03-13 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,10032,NEW YORK,40.837937102587674,-73.94606932829015
19111955,2010-11-12 10:59:26 UTC,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,SCRIE Assistance,10452,BRONX,,
30654625,2015-05-19 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10472,BRONX,40.824594531459304,-73.8772991398564
31767659,2015-10-16 10:04:59 UTC,DSNY,Department of Sanitation,Graffiti,Graffiti,11413,Springfield Gardens,40.665445184524373,-73.755071822409519
28102810,2014-05-22 15:47:00 UTC,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11214,BROOKLYN,40.611326061727247,-74.006014774725969
23076564,2012-04-17 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10025,NEW YORK,40.794215328197843,-73.974762446861291
27135695,2014-01-13 11:56:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,11208,BROOKLYN,40.687878270713128,-73.8694520931941
22425355,2011-12-31 00:09:03 UTC,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Animal Waste,10312,STATEN ISLAND,40.554782339971894,-74.169091754569635
32858993,2016-03-08 16:03:29 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11225,BROOKLYN,40.668307437958106,-73.955077748202868
27986559,2014-05-06 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,10463,BRONX,40.880946560856813,-73.897486032494541
23260293,2012-05-19 21:19:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,
31511898,2015-09-10 17:35:00 UTC,DSNY,Queens East 10,Overflowing Litter Baskets,6 Overflowing Litter Baskets,11419,South Richmond Hill,40.68869739575198,-73.8178039502149
16623433,2010-05-10 16:32:31 UTC,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Other Issue,10467,BRONX,,
37287594,2017-09-26 13:49:57 UTC,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,11364,Oakland Gardens,40.740902747731994,-73.758110807402332
23005438,2012-04-04 09:27:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,
26832958,2013-12-07 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10012,NEW YORK,40.727776082683285,-74.001605540070045
35628685,2017-03-04 11:27:01 UTC,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,10456,BRONX,40.828655749159147,-73.919904803997341
22599757,2012-01-26 18:08:07 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11217,BROOKLYN,40.681983848673816,-73.982448534558415
29726288,2015-01-15 00:00:00 UTC,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,11213,BROOKLYN,40.66905874242817,-73.93605842450566
37979892,2017-12-22 12:49:50 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11433,JAMAICA,40.699991720227921,-73.788658126891349
30541535,2015-05-04 10:45:51 UTC,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11377,WOODSIDE,40.753403799084559,-73.905864700166418
28887610,2014-09-15 17:26:24 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11209,BROOKLYN,40.63048360256871,-74.03035270927225
18753674,2010-09-23 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,11212,BROOKLYN,40.666181457321564,-73.921530940589335
35833491,2017-03-31 11:55:08 UTC,DOF,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,
34114159,2016-08-17 11:26:40 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10304,STATEN ISLAND,40.625942332008307,-74.075222773051507
35641409,2017-03-06 11:17:00 UTC,DSNY,Department of Sanitation,Electronics Waste,Recycling Electronics,10304,STATEN ISLAND,40.601493659588755,-74.094835806379308
20799301,2011-07-09 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,10030,NEW YORK,40.816074043838782,-73.943153498324165
37776052,2017-11-24 11:05:58 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11226,BROOKLYN,40.641028986825987,-73.960338863534645
34996852,2016-12-13 10:34:11 UTC,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,10466,BRONX,40.888274324159156,-73.851532178213375
16830175,2010-06-09 13:11:59 UTC,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,10065,NEW YORK,40.768064122816838,-73.96647264958915
32680823,2016-02-14 21:00:17 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10033,NEW YORK,40.848428760476608,-73.937906509520445
24898867,2013-01-30 16:18:00 UTC,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,,,
33362220,2016-05-15 03:21:00 UTC,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),10470,BRONX,40.899291737731765,-73.867521222685355
33030360,2016-03-31 18:25:58 UTC,DPR,Department of Parks and Recreation,New Tree Request,For One Address,10013,NEW YORK,40.721449329421958,-74.004765656389438
23866728,2012-08-24 21:36:00 UTC,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",11368,Corona,40.739071936137627,-73.8521641615139
23406507,2012-06-12 21:32:46 UTC,DOT,Department of Transportation,Broken Muni Meter,Credit Card Stuck in Meter,10016,NEW YORK,40.741350129009248,-73.981310592901266
28985652,2014-10-01 10:12:00 UTC,DOT,Department of Transportation,Street Light Condition,Flood Light Lamp Out,11434,Jamaica,40.689002620809411,-73.765099757261154
23245052,2012-05-16 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,10035,NEW YORK,40.801039909360675,-73.946200355961025
38280274,2018-01-23 01:07:27 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11219,BROOKLYN,40.644677842202569,-73.991503037063353
33694308,2016-06-26 22:28:55 UTC,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11420,SOUTH OZONE PARK,40.66488842375162,-73.817331903699085
34555908,2016-10-16 21:45:00 UTC,DSNY,A - Queens,Other Enforcement,E2A Storage Of Receptacles,11426,Bellerose,40.726530951783417,-73.728469929208558
30038304,2015-02-25 19:55:32 UTC,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),10017,NEW YORK,40.75303536656893,-73.97193390151503
28764081,2014-08-27 14:54:19 UTC,DPR,Department of Parks and Recreation,New Tree Request,For One Address,11234,BROOKLYN,40.612929711572555,-73.939472619513552
18938486,2010-10-20 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,11206,BROOKLYN,40.692623439959242,-73.948646196086983
33689250,2016-06-25 11:31:06 UTC,DOT,Department of Transportation,Street Condition,Pothole,10314,STATEN ISLAND,40.617716092203658,-74.11783246750413
26599501,2013-10-31 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,11225,BROOKLYN,40.670085931603296,-73.954766534545612
